,Caption,tokenized,freqdist,tokens_WSW,normalized,tokens_stemmed,merged
40,dulu litbang kompas juga menempatkan anies sandi di posisi ketiga tapi nyatanya menang jadi gubernur dki sekarang diulang lagi bikin survei menempatkan anies urutan ketiga tapi yang lebih lucunya banyak keledai yang percaya,"['dulu', 'litbang', 'kompas', 'juga', 'menempatkan', 'anies', 'sandi', 'di', 'posisi', 'ketiga', 'tapi', 'nyatanya', 'menang', 'jadi', 'gubernur', 'dki', 'sekarang', 'diulang', 'lagi', 'bikin', 'survei', 'menempatkan', 'anies', 'urutan', 'ketiga', 'tapi', 'yang', 'lebih', 'lucunya', 'banyak', 'keledai', 'yang', 'percaya']",<FreqDist with 28 samples and 33 outcomes>,"['litbang', 'kompas', 'menempatkan', 'anies', 'sandi', 'posisi', 'ketiga', 'menang', 'gubernur', 'dki', 'diulang', 'survei', 'menempatkan', 'anies', 'urutan', 'ketiga', 'lucunya', 'keledai', 'percaya']","['litbang', 'kompas', 'menempatkan', 'anies', 'sandi', 'posisi', 'ketiga', 'menang', 'gubernur', 'dki', 'diulang', 'survei', 'menempatkan', 'anies', 'urutan', 'ketiga', 'lucunya', 'keledai', 'percaya']","['litbang', 'kompas', 'tempat', 'anies', 'sandi', 'posisi', 'tiga', 'menang', 'gubernur', 'dki', 'ulang', 'survei', 'tempat', 'anies', 'urut', 'tiga', 'lucu', 'keledai', 'percaya']",litbang kompas tempat anies sandi posisi tiga menang gubernur dki ulang survei tempat anies urut tiga lucu keledai percaya
41,survey hanya dimenangkan oleh siapa yg membayarnya,"['survey', 'hanya', 'dimenangkan', 'oleh', 'siapa', 'yg', 'membayarnya']",<FreqDist with 7 samples and 7 outcomes>,"['survey', 'dimenangkan', 'membayarnya']","['survey', 'dimenangkan', 'membayarnya']","['survey', 'menang', 'bayar']",survey menang bayar
42,kalau selalu diposisi ke kenapa pada ketakutan sama anies,"['kalau', 'selalu', 'diposisi', 'ke', 'kenapa', 'pada', 'ketakutan', 'sama', 'anies']",<FreqDist with 9 samples and 9 outcomes>,"['diposisi', 'ketakutan', 'anies']","['diposisi', 'ketakutan', 'anies']","['posisi', 'takut', 'anies']",posisi takut anies
43, aja soalnya,"['aja', 'soalnya']",<FreqDist with 2 samples and 2 outcomes>,[],[],[],
44,lah kerjanya apaan emg,"['lah', 'kerjanya', 'apaan', 'emg']",<FreqDist with 4 samples and 4 outcomes>,"['kerjanya', 'emg']","['kerjanya', 'memang']","['kerja', 'memang']",kerja memang
45,respondennya cuman an itupun  ambil dari orng partai juga,"['respondennya', 'cuman', 'an', 'itupun', 'ambil', 'dari', 'orng', 'partai', 'juga']",<FreqDist with 9 samples and 9 outcomes>,"['respondennya', 'cuman', 'an', 'itupun', 'ambil', 'orng', 'partai']","['respondennya', 'cuman', 'an', 'itupun', 'ambil', 'orng', 'partai']","['responden', 'cuman', 'an', 'itu', 'ambil', 'orng', 'partai']",responden cuman an itu ambil orng partai
46,terlepas dari kebenaran data upaya kritik infrastrukturnya terlalu berani rakyat ga banyak yg peduli data brandingnya pak jokowi ya bapak infrastruktur brarti infrastrukturnya bagus rakyat masih blum siap materi adu data dan kinerja boring gan,"['terlepas', 'dari', 'kebenaran', 'data', 'upaya', 'kritik', 'infrastrukturnya', 'terlalu', 'berani', 'rakyat', 'ga', 'banyak', 'yg', 'peduli', 'data', 'brandingnya', 'pak', 'jokowi', 'ya', 'bapak', 'infrastruktur', 'brarti', 'infrastrukturnya', 'bagus', 'rakyat', 'masih', 'blum', 'siap', 'materi', 'adu', 'data', 'dan', 'kinerja', 'boring', 'gan']",<FreqDist with 31 samples and 35 outcomes>,"['terlepas', 'kebenaran', 'data', 'upaya', 'kritik', 'infrastrukturnya', 'berani', 'rakyat', 'peduli', 'data', 'brandingnya', 'jokowi', 'infrastruktur', 'brarti', 'infrastrukturnya', 'bagus', 'rakyat', 'blum', 'materi', 'adu', 'data', 'kinerja', 'boring', 'gan']","['terlepas', 'kebenaran', 'data', 'upaya', 'kritik', 'infrastrukturnya', 'berani', 'rakyat', 'peduli', 'data', 'brandingnya', 'jokowi', 'infrastruktur', 'brarti', 'infrastrukturnya', 'bagus', 'rakyat', 'blum', 'materi', 'adu', 'data', 'kinerja', 'boring', 'gan']","['lepas', 'benar', 'data', 'upaya', 'kritik', 'infrastruktur', 'berani', 'rakyat', 'peduli', 'data', 'brandingnya', 'jokowi', 'infrastruktur', 'brarti', 'infrastruktur', 'bagus', 'rakyat', 'blum', 'materi', 'adu', 'data', 'kerja', 'boring', 'gan']",lepas benar data upaya kritik infrastruktur berani rakyat peduli data brandingnya jokowi infrastruktur brarti infrastruktur bagus rakyat blum materi adu data kerja boring gan
47,sudah mentok,"['sudah', 'mentok']",<FreqDist with 2 samples and 2 outcomes>,['mentok'],['mentok'],['mentok'],mentok
48,apa yg mau diharapkan dr nganies,"['apa', 'yg', 'mau', 'diharapkan', 'dr', 'nganies']",<FreqDist with 6 samples and 6 outcomes>,"['diharapkan', 'dr', 'nganies']","['diharapkan', 'dari', 'nganies']","['harap', 'dari', 'nganies']",harap dari nganies
49,asumsi yaa ganjar,"['asumsi', 'yaa', 'ganjar']",<FreqDist with 3 samples and 3 outcomes>,"['asumsi', 'yaa', 'ganjar']","['asumsi', 'yaa', 'ganjar']","['asumsi', 'yaa', 'ganjar']",asumsi yaa ganjar
50,yg survey kompas which is super reliable yg komplen org kampungan gk jelas,"['yg', 'survey', 'kompas', 'which', 'is', 'super', 'reliable', 'yg', 'komplen', 'org', 'kampungan', 'gk', 'jelas']",<FreqDist with 12 samples and 13 outcomes>,"['survey', 'kompas', 'which', 'is', 'super', 'reliable', 'komplen', 'org', 'kampungan', 'gk']","['survey', 'kompas', 'which', 'is', 'super', 'reliable', 'komplen', 'org', 'kampungan', 'gk']","['survey', 'kompas', 'which', 'is', 'super', 'reliable', 'komplen', 'org', 'kampung', 'gk']",survey kompas which is super reliable komplen org kampung gk
51,namanya jg media pendukung ganjar,"['namanya', 'jg', 'media', 'pendukung', 'ganjar']",<FreqDist with 5 samples and 5 outcomes>,"['namanya', 'media', 'pendukung', 'ganjar']","['namanya', 'media', 'pendukung', 'ganjar']","['nama', 'media', 'dukung', 'ganjar']",nama media dukung ganjar
52,karena anies bisa menang di jakarta saja karena alasanya ahok kena kasus bukan karena beliau dinilai lebih baik memimpin jakarta ketimbang ahok sudahlah jujuran saja memang seperti itu keadaanya tapi syukur masyarakat sekarang lebih pintar saya rasa tanpa isu agama dulu anies bakal susah untuk menang program yg terealisasikan dengan tidak bisa dilihat datanya,"['karena', 'anies', 'bisa', 'menang', 'di', 'jakarta', 'saja', 'karena', 'alasanya', 'ahok', 'kena', 'kasus', 'bukan', 'karena', 'beliau', 'dinilai', 'lebih', 'baik', 'memimpin', 'jakarta', 'ketimbang', 'ahok', 'sudahlah', 'jujuran', 'saja', 'memang', 'seperti', 'itu', 'keadaanya', 'tapi', 'syukur', 'masyarakat', 'sekarang', 'lebih', 'pintar', 'saya', 'rasa', 'tanpa', 'isu', 'agama', 'dulu', 'anies', 'bakal', 'susah', 'untuk', 'menang', 'program', 'yg', 'terealisasikan', 'dengan', 'tidak', 'bisa', 'dilihat', 'datanya']",<FreqDist with 45 samples and 54 outcomes>,"['anies', 'menang', 'jakarta', 'alasanya', 'ahok', 'kena', 'beliau', 'dinilai', 'memimpin', 'jakarta', 'ketimbang', 'ahok', 'jujuran', 'keadaanya', 'syukur', 'masyarakat', 'pintar', 'isu', 'agama', 'anies', 'susah', 'menang', 'program', 'terealisasikan', 'datanya']","['anies', 'menang', 'jakarta', 'alasanya', 'ahok', 'kena', 'beliau', 'dinilai', 'memimpin', 'jakarta', 'ketimbang', 'ahok', 'jujuran', 'keadaanya', 'syukur', 'masyarakat', 'pintar', 'isu', 'agama', 'anies', 'susah', 'menang', 'program', 'terealisasikan', 'datanya']","['anies', 'menang', 'jakarta', 'alasanya', 'ahok', 'kena', 'beliau', 'nilai', 'pimpin', 'jakarta', 'ketimbang', 'ahok', 'jujuran', 'keadaanya', 'syukur', 'masyarakat', 'pintar', 'isu', 'agama', 'anies', 'susah', 'menang', 'program', 'realisasi', 'data']",anies menang jakarta alasanya ahok kena beliau nilai pimpin jakarta ketimbang ahok jujuran keadaanya syukur masyarakat pintar isu agama anies susah menang program realisasi data
53,hehwowkwowk waktu pilgub jakarta juga peringkat mulu jadi jadi aja,"['hehwowkwowk', 'waktu', 'pilgub', 'jakarta', 'juga', 'peringkat', 'mulu', 'jadi', 'jadi', 'aja']",<FreqDist with 9 samples and 10 outcomes>,"['hehwowkwowk', 'pilgub', 'jakarta', 'peringkat', 'mulu']","['hehwowkwowk', 'pilgub', 'jakarta', 'peringkat', 'mulu']","['hehwowkwowk', 'pilgub', 'jakarta', 'peringkat', 'mulu']",hehwowkwowk pilgub jakarta peringkat mulu
54,menang survei kok bangga liat aja dilapangan masyarakat sdh mulai cerdas,"['menang', 'survei', 'kok', 'bangga', 'liat', 'aja', 'dilapangan', 'masyarakat', 'sdh', 'mulai', 'cerdas']",<FreqDist with 11 samples and 11 outcomes>,"['menang', 'survei', 'bangga', 'liat', 'dilapangan', 'masyarakat', 'cerdas']","['menang', 'survei', 'bangga', 'lihat', 'dilapangan', 'masyarakat', 'cerdas']","['menang', 'survei', 'bangga', 'lihat', 'lapang', 'masyarakat', 'cerdas']",menang survei bangga lihat lapang masyarakat cerdas
55,hasil survey litbang kompas sebelum pilkada dki ahysilvi ahokjarot aniessandi silahkan saja percaya survey biar hidup tambah ceria,"['hasil', 'survey', 'litbang', 'kompas', 'sebelum', 'pilkada', 'dki', 'ahysilvi', 'ahokjarot', 'aniessandi', 'silahkan', 'saja', 'percaya', 'survey', 'biar', 'hidup', 'tambah', 'ceria']",<FreqDist with 17 samples and 18 outcomes>,"['hasil', 'survey', 'litbang', 'kompas', 'pilkada', 'dki', 'ahysilvi', 'ahokjarot', 'aniessandi', 'silahkan', 'percaya', 'survey', 'hidup', 'ceria']","['hasil', 'survey', 'litbang', 'kompas', 'pilkada', 'dki', 'ahysilvi', 'ahokjarot', 'aniessandi', 'silahkan', 'percaya', 'survey', 'hidup', 'ceria']","['hasil', 'survey', 'litbang', 'kompas', 'pilkada', 'dki', 'ahysilvi', 'ahokjarot', 'aniessandi', 'silah', 'percaya', 'survey', 'hidup', 'ceria']",hasil survey litbang kompas pilkada dki ahysilvi ahokjarot aniessandi silah percaya survey hidup ceria
56,posisi ketiga terus tapi kayaknya dijegal terus kayak why,"['posisi', 'ketiga', 'terus', 'tapi', 'kayaknya', 'dijegal', 'terus', 'kayak', 'why']",<FreqDist with 8 samples and 9 outcomes>,"['posisi', 'ketiga', 'kayaknya', 'dijegal', 'kayak', 'why']","['posisi', 'ketiga', 'kayaknya', 'dijegal', 'kayak', 'why']","['posisi', 'tiga', 'kayak', 'jegal', 'kayak', 'why']",posisi tiga kayak jegal kayak why
57,pernyataan seperti ini jadi keinget sama pernyataan para pakar dan juga media soal pesimis nya formula  dapat digelar dalam jangka waktu bulan padahal tinggal menikmati proses nanti tanggal mainnya juga ada kompetisi itu ga gegabah harus secara matang dipikirkan saya yg mendukung anies aja ga ikutan satupun survei buat milih anies karna buang waktu,"['pernyataan', 'seperti', 'ini', 'jadi', 'keinget', 'sama', 'pernyataan', 'para', 'pakar', 'dan', 'juga', 'media', 'soal', 'pesimis', 'nya', 'formula', 'dapat', 'digelar', 'dalam', 'jangka', 'waktu', 'bulan', 'padahal', 'tinggal', 'menikmati', 'proses', 'nanti', 'tanggal', 'mainnya', 'juga', 'ada', 'kompetisi', 'itu', 'ga', 'gegabah', 'harus', 'secara', 'matang', 'dipikirkan', 'saya', 'yg', 'mendukung', 'anies', 'aja', 'ga', 'ikutan', 'satupun', 'survei', 'buat', 'milih', 'anies', 'karna', 'buang', 'waktu']",<FreqDist with 49 samples and 54 outcomes>,"['pernyataan', 'keinget', 'pernyataan', 'pakar', 'media', 'pesimis', 'formula', 'digelar', 'jangka', 'tinggal', 'menikmati', 'proses', 'tanggal', 'mainnya', 'kompetisi', 'gegabah', 'matang', 'dipikirkan', 'mendukung', 'anies', 'ikutan', 'satupun', 'survei', 'milih', 'anies', 'karna', 'buang']","['pernyataan', 'keinget', 'pernyataan', 'pakar', 'media', 'pesimis', 'formula', 'digelar', 'jangka', 'tinggal', 'menikmati', 'proses', 'tanggal', 'mainnya', 'kompetisi', 'gegabah', 'matang', 'dipikirkan', 'mendukung', 'anies', 'ikutan', 'satupun', 'survei', 'milih', 'anies', 'karna', 'buang']","['nyata', 'keinget', 'nyata', 'pakar', 'media', 'pesimis', 'formula', 'gelar', 'jangka', 'tinggal', 'nikmat', 'proses', 'tanggal', 'main', 'kompetisi', 'gegabah', 'matang', 'pikir', 'dukung', 'anies', 'ikut', 'satu', 'survei', 'milih', 'anies', 'karna', 'buang']",nyata keinget nyata pakar media pesimis formula gelar jangka tinggal nikmat proses tanggal main kompetisi gegabah matang pikir dukung anies ikut satu survei milih anies karna buang
58,karna pak anis kaga punya duit buat nyewa lembaga survey yg setiap minggu keluar hasil surveyitu biayanya brp buat nyewa lembaga survey yg setiap minggu keluar hasil survey,"['karna', 'pak', 'anis', 'kaga', 'punya', 'duit', 'buat', 'nyewa', 'lembaga', 'survey', 'yg', 'setiap', 'minggu', 'keluar', 'hasil', 'surveyitu', 'biayanya', 'brp', 'buat', 'nyewa', 'lembaga', 'survey', 'yg', 'setiap', 'minggu', 'keluar', 'hasil', 'survey']",<FreqDist with 18 samples and 28 outcomes>,"['karna', 'anis', 'kaga', 'duit', 'nyewa', 'lembaga', 'survey', 'minggu', 'hasil', 'surveyitu', 'biayanya', 'brp', 'nyewa', 'lembaga', 'survey', 'minggu', 'hasil', 'survey']","['karna', 'anies', 'tidak', 'duit', 'nyewa', 'lembaga', 'survey', 'minggu', 'hasil', 'surveyitu', 'biayanya', 'brp', 'nyewa', 'lembaga', 'survey', 'minggu', 'hasil', 'survey']","['karna', 'anies', 'tidak', 'duit', 'nyewa', 'lembaga', 'survey', 'minggu', 'hasil', 'surveyitu', 'biaya', 'brp', 'nyewa', 'lembaga', 'survey', 'minggu', 'hasil', 'survey']",karna anies tidak duit nyewa lembaga survey minggu hasil surveyitu biaya brp nyewa lembaga survey minggu hasil survey
59,lah emang konsep perubahan yang di tawarkan oleh ganjar dan prabowo apa ya,"['lah', 'emang', 'konsep', 'perubahan', 'yang', 'di', 'tawarkan', 'oleh', 'ganjar', 'dan', 'prabowo', 'apa', 'ya']",<FreqDist with 13 samples and 13 outcomes>,"['emang', 'konsep', 'perubahan', 'tawarkan', 'ganjar', 'prabowo']","['emang', 'konsep', 'perubahan', 'tawarkan', 'ganjar', 'prabowo']","['emang', 'konsep', 'ubah', 'tawar', 'ganjar', 'prabowo']",emang konsep ubah tawar ganjar prabowo
60,kalo emang survei elektabilitas ini bisa jadi acuan hasil akhir harusnya ahok udah jadi gubernur dki tahun,"['kalo', 'emang', 'survei', 'elektabilitas', 'ini', 'bisa', 'jadi', 'acuan', 'hasil', 'akhir', 'harusnya', 'ahok', 'udah', 'jadi', 'gubernur', 'dki', 'tahun']",<FreqDist with 16 samples and 17 outcomes>,"['emang', 'survei', 'elektabilitas', 'acuan', 'hasil', 'ahok', 'udah', 'gubernur', 'dki']","['emang', 'survei', 'elektabilitas', 'acuan', 'hasil', 'ahok', 'udah', 'gubernur', 'dki']","['emang', 'survei', 'elektabilitas', 'acu', 'hasil', 'ahok', 'udah', 'gubernur', 'dki']",emang survei elektabilitas acu hasil ahok udah gubernur dki
61,mari kita sama screenshot postingan ini dan kita repost nanti setelah pengumuman hasil pemilu barangkali benar kan surveinya litbang kompas survei tapi rasa rasa cenayang ya,"['mari', 'kita', 'sama', 'screenshot', 'postingan', 'ini', 'dan', 'kita', 'repost', 'nanti', 'setelah', 'pengumuman', 'hasil', 'pemilu', 'barangkali', 'benar', 'kan', 'surveinya', 'litbang', 'kompas', 'survei', 'tapi', 'rasa', 'rasa', 'cenayang', 'ya']",<FreqDist with 24 samples and 26 outcomes>,"['mari', 'screenshot', 'postingan', 'repost', 'pengumuman', 'hasil', 'pemilu', 'barangkali', 'surveinya', 'litbang', 'kompas', 'survei', 'cenayang']","['mari', 'screenshot', 'postingan', 'repost', 'pengumuman', 'hasil', 'pemilu', 'barangkali', 'surveinya', 'litbang', 'kompas', 'survei', 'cenayang']","['mari', 'screenshot', 'postingan', 'repost', 'umum', 'hasil', 'milu', 'barangkali', 'survei', 'litbang', 'kompas', 'survei', 'cenayang']",mari screenshot postingan repost umum hasil milu barangkali survei litbang kompas survei cenayang
62,tiga aja di jegal di takuti bagaimana kalau no satu pasti kejang insya allah pak anies presiden,"['tiga', 'aja', 'di', 'jegal', 'di', 'takuti', 'bagaimana', 'kalau', 'no', 'satu', 'pasti', 'kejang', 'insya', 'allah', 'pak', 'anies', 'presiden']",<FreqDist with 16 samples and 17 outcomes>,"['jegal', 'takuti', 'no', 'kejang', 'insya', 'allah', 'anies', 'presiden']","['jegal', 'takuti', 'no', 'kejang', 'insya', 'allah', 'anies', 'presiden']","['jegal', 'takut', 'no', 'kejang', 'insya', 'allah', 'anies', 'presiden']",jegal takut no kejang insya allah anies presiden
63,waktu mendekati pilkada dki juga posisi elektabilitas anies urutan ketiga itu hasil survei litbang kompas loh,"['waktu', 'mendekati', 'pilkada', 'dki', 'juga', 'posisi', 'elektabilitas', 'anies', 'urutan', 'ketiga', 'itu', 'hasil', 'survei', 'litbang', 'kompas', 'loh']",<FreqDist with 16 samples and 16 outcomes>,"['mendekati', 'pilkada', 'dki', 'posisi', 'elektabilitas', 'anies', 'urutan', 'ketiga', 'hasil', 'survei', 'litbang', 'kompas']","['mendekati', 'pilkada', 'dki', 'posisi', 'elektabilitas', 'anies', 'urutan', 'ketiga', 'hasil', 'survei', 'litbang', 'kompas']","['dekat', 'pilkada', 'dki', 'posisi', 'elektabilitas', 'anies', 'urut', 'tiga', 'hasil', 'survei', 'litbang', 'kompas']",dekat pilkada dki posisi elektabilitas anies urut tiga hasil survei litbang kompas
64,sampai skrg saya bingung apa ide dan gagasan perubahan dari anies sampai skrg ini anies masih berkutat menyinggung program program jokowi belum ada suatu hal yang besar ide perubahan yang selalu diusung oleh anies,"['sampai', 'skrg', 'saya', 'bingung', 'apa', 'ide', 'dan', 'gagasan', 'perubahan', 'dari', 'anies', 'sampai', 'skrg', 'ini', 'anies', 'masih', 'berkutat', 'menyinggung', 'program', 'program', 'jokowi', 'belum', 'ada', 'suatu', 'hal', 'yang', 'besar', 'ide', 'perubahan', 'yang', 'selalu', 'diusung', 'oleh', 'anies']",<FreqDist with 26 samples and 34 outcomes>,"['skrg', 'bingung', 'ide', 'gagasan', 'perubahan', 'anies', 'skrg', 'anies', 'berkutat', 'menyinggung', 'program', 'program', 'jokowi', 'ide', 'perubahan', 'diusung', 'anies']","['sekarang', 'bingung', 'ide', 'gagasan', 'perubahan', 'anies', 'sekarang', 'anies', 'berkutat', 'menyinggung', 'program', 'program', 'jokowi', 'ide', 'perubahan', 'diusung', 'anies']","['sekarang', 'bingung', 'ide', 'gagas', 'ubah', 'anies', 'sekarang', 'anies', 'kutat', 'singgung', 'program', 'program', 'jokowi', 'ide', 'ubah', 'usung', 'anies']",sekarang bingung ide gagas ubah anies sekarang anies kutat singgung program program jokowi ide ubah usung anies
65,pov memasuki kawasan full merah,"['pov', 'memasuki', 'kawasan', 'full', 'merah']",<FreqDist with 5 samples and 5 outcomes>,"['pov', 'memasuki', 'kawasan', 'full', 'merah']","['pov', 'memasuki', 'kawasan', 'full', 'merah']","['pov', 'pasuk', 'kawasan', 'full', 'merah']",pov pasuk kawasan full merah
66,ya simple karena kinerjanya tidak ada hasil logikanya,"['ya', 'simple', 'karena', 'kinerjanya', 'tidak', 'ada', 'hasil', 'logikanya']",<FreqDist with 8 samples and 8 outcomes>,"['simple', 'kinerjanya', 'hasil', 'logikanya']","['simple', 'kinerjanya', 'hasil', 'logikanya']","['simple', 'kerja', 'hasil', 'logika']",simple kerja hasil logika
67,imho sebenernya takut proyekvisi jangka panjang jokowi nya jadi gk lanjut aja karna anies merupakan antitesis nya jokowi bagus atau tidaknya proyekvisi jangka panjang jokowi masih debatable tp kalo tiap ganti presiden ganti haluan ya gabakal ada realisasi visi jangka panjang indonesia,"['imho', 'sebenernya', 'takut', 'proyekvisi', 'jangka', 'panjang', 'jokowi', 'nya', 'jadi', 'gk', 'lanjut', 'aja', 'karna', 'anies', 'merupakan', 'antitesis', 'nya', 'jokowi', 'bagus', 'atau', 'tidaknya', 'proyekvisi', 'jangka', 'panjang', 'jokowi', 'masih', 'debatable', 'tp', 'kalo', 'tiap', 'ganti', 'presiden', 'ganti', 'haluan', 'ya', 'gabakal', 'ada', 'realisasi', 'visi', 'jangka', 'panjang', 'indonesia']",<FreqDist with 33 samples and 42 outcomes>,"['imho', 'sebenernya', 'takut', 'proyekvisi', 'jangka', 'jokowi', 'gk', 'karna', 'anies', 'antitesis', 'jokowi', 'bagus', 'tidaknya', 'proyekvisi', 'jangka', 'jokowi', 'debatable', 'tp', 'ganti', 'presiden', 'ganti', 'haluan', 'gabakal', 'realisasi', 'visi', 'jangka', 'indonesia']","['imho', 'sebenernya', 'takut', 'proyekvisi', 'jangka', 'jokowi', 'gk', 'karna', 'anies', 'antitesis', 'jokowi', 'bagus', 'tidaknya', 'proyekvisi', 'jangka', 'jokowi', 'debatable', 'tetapi', 'ganti', 'presiden', 'ganti', 'haluan', 'gabakal', 'realisasi', 'visi', 'jangka', 'indonesia']","['imho', 'sebenernya', 'takut', 'proyekvisi', 'jangka', 'jokowi', 'gk', 'karna', 'anies', 'antitesis', 'jokowi', 'bagus', 'tidak', 'proyekvisi', 'jangka', 'jokowi', 'debatable', 'tetapi', 'ganti', 'presiden', 'ganti', 'haluan', 'gabakal', 'realisasi', 'visi', 'jangka', 'indonesia']",imho sebenernya takut proyekvisi jangka jokowi gk karna anies antitesis jokowi bagus tidak proyekvisi jangka jokowi debatable tetapi ganti presiden ganti haluan gabakal realisasi visi jangka indonesia
68,males denger teori sukanya praktek,"['males', 'denger', 'teori', 'sukanya', 'praktek']",<FreqDist with 5 samples and 5 outcomes>,"['males', 'denger', 'teori', 'sukanya', 'praktek']","['males', 'denger', 'teori', 'sukanya', 'praktek']","['males', 'denger', 'teori', 'suka', 'praktek']",males denger teori suka praktek
